client reference no,balance,status,consumer name,consumer address,ssn
46beb643-6c27-47fc-a4f2-7c72496afb2b,66558.97,INACTIVE,Savannah Sweeney,"7736 Rodney Oval Suite 118
East Brian, NM 29886",873-81-9714
1d3af116-87f1-4fd1-ac9d-0e6da408edbf,33461.18,INACTIVE,Richard Jones,"981 Debra Manor Apt. 634
Alexshire, GA 05720",503-23-6667
e2c8a384-c95d-4a32-a9a9-982924a55139,4542.13,INACTIVE,Derek Martin,"83456 Diaz Parkway
South Melissa, WA 72585",183-70-5528
fbd6725d-6bf6-4db7-abc0-9e7240e40845,2955.57,PAID_IN_FULL,Travis Moon,"04532 Jordan Tunnel Apt. 158
Lake Jimmy, IN 19818",553-33-7410
13e102c8-375f-415e-ade1-23ceed3c96dd,19290.05,PAID_IN_FULL,Julie Schmitt MD,"528 Jessica Pass
West Brett, SD 07345",370-13-0508
8b8fb663-d395-49a3-b563-435d4a88b70f,42889.05,PAID_IN_FULL,Sarah Walton,"42877 Philip Crest
Lynchtown, PR 73401",186-32-9463
8739d67e-bf97-4535-8b6d-12a019f1cc96,99202.05,PAID_IN_FULL,Patricia Daniels,"377 Hart Turnpike
Jonestown, UT 58941",119-01-2172
663461a1-e824-4d62-8dd1-90d337302ed3,57901.15,PAID_IN_FULL,Michelle Hall,"8957 Smith Trafficway Apt. 476
North Annaton, NH 48952",668-71-3990
4841b3f4-5cb5-4d2e-aeaa-b2a05633d3ce,39315.55,INACTIVE,Kaitlyn Calhoun,"Unit 8855 Box 0152
DPO AE 40269",197-66-1324
380596b5-7eb3-47ee-8c23-7b76fa50ccbd,21888.48,INACTIVE,Karen Ross,"9568 Ronald Crest
Samanthashire, GA 30775",402-63-5546
e69121a2-30a8-4962-b0f7-f76a5df3cb3d,79220.46,IN_COLLECTION,Becky Evans,"7472 Hoffman Harbor Suite 402
Port Adammouth, MA 28764",465-68-6020
e09b0342-aa3d-457e-b393-7488ce9c90d3,60446.64,INACTIVE,Kyle Jones,"0755 Jasmine Greens
South Vicki, MH 84865",052-60-8668
1250c7b3-4a28-45b3-98fb-61fa042cc856,21720.07,IN_COLLECTION,Monica Richard,"34331 Bell Mission
Lake Brandi, IN 35343",222-48-8338
576a4f18-b7f0-4eaa-b260-3f7da3b3a4c8,92723.65,PAID_IN_FULL,Michele Berry,"PSC 6921, Box 8737
APO AE 46913",690-28-6779
7b6dd010-5845-478f-8235-5d6a2837ddb2,19916.21,INACTIVE,Anna Juarez,"42547 Barnes Turnpike Apt. 822
Lake Jonathanchester, ND 02772",531-32-5386
7ad603f7-4d7b-4869-900f-5cca4cad9bcf,91257.08,INACTIVE,Leslie Lopez,"05599 Martinez Mill
West Victorfurt, VI 85521",552-43-0069
fa212b91-86ad-4bce-bc35-4a47f54aef53,98370.83,INACTIVE,Sherry Mccoy,"7130 Bradley Pike
Danielbury, GA 51757",311-69-5922
981541ba-7f34-4133-9bfa-cbe05c622016,25055.17,PAID_IN_FULL,Shaun Thornton,"50186 Joseph Mountain Apt. 930
North Patrickburgh, IL 24339",412-20-0669
5a18c876-c488-47bf-88ef-7c3bb1135289,62467.22,IN_COLLECTION,Christopher Smith,"PSC 7625, Box 0618
APO AE 41784",584-01-9524
980c296c-caa4-4343-b97d-d24f0d181932,87623.12,PAID_IN_FULL,Miss Anna Baker,"23229 Gonzalez Parkways Suite 124
Ericside, ME 05406",384-65-3914
f404a9dc-5196-405e-9bc1-571e34efbf29,27715.86,INACTIVE,Michelle Morris,"562 Wilson Mountains
Scottville, VT 92011",101-51-7667
2fc2c06a-99e4-4c7e-8c58-48457fdedf25,59812.41,IN_COLLECTION,Heather Smith,"959 Osborne Avenue
Lake Joshuamouth, ND 06948",690-53-0046
c0f4d611-5af1-40f8-ab1e-4e254937fc6b,61981.69,PAID_IN_FULL,Daniel Scott V,"258 David Field Apt. 638
Christopherside, IL 92722",191-29-4419
2294ead7-5d76-43b1-8e39-b98b45b947e1,61628.8,PAID_IN_FULL,Ian Sparks,"6282 Wendy Parks
Stevensonmouth, OR 51575",544-58-2653
9abf0393-0104-4e63-9684-42e3b444d130,67584.22,INACTIVE,Adam Williams,"61295 Brian Stream Suite 370
East Michaelville, MN 66651",085-62-9882
3db0a62f-aa91-4fa4-9f24-4d49a0ad1989,46308.76,INACTIVE,James Gibson,"USCGC Evans
FPO AP 29584",889-85-0886
dd5eadd8-3dd7-4da1-9e91-351a6012b613,28054.46,INACTIVE,Dawn Patterson,"87718 Todd Glens Apt. 869
New Amy, IL 45965",394-50-6462
7add1954-0c82-46e1-98e8-3cf3974a3892,83586.07,PAID_IN_FULL,Amanda Brown,"721 Hart Vista Suite 158
Robertton, VA 68137",462-63-3562
08e7b7d0-9d73-4283-9a7e-bcaa266b42ce,79750.77,INACTIVE,Jesus Roberts,"48095 Daniel Place Apt. 348
Douglasport, TX 65979",166-96-8679
e77d2582-c7a7-4f7b-9d01-619fa21e9a57,99812.09,IN_COLLECTION,Ashley Norman,"00076 Harrison Plaza Apt. 999
Rossport, TX 62882",061-58-1888
987966c2-a124-4b3d-9d37-2102bc5ba372,48914.7,INACTIVE,Brian Conley,"498 Davidson Cape Apt. 030
Lake Faithburgh, DE 85005",640-66-4230
bd9b68d4-8388-42c0-8cba-11c1a28ed59d,91873.13,INACTIVE,Jesse Chang,"6951 Timothy Summit
Lake Kathrynhaven, IN 59548",516-43-6789
91e8d251-7072-4b25-bafb-6b260a91432c,15216.46,PAID_IN_FULL,Edward Brooks,"74651 Phillips Rapids Suite 664
Port Johnland, MN 14410",769-78-7093
ffbbfc8d-8334-44df-b73c-5e563283eb3d,43464.63,INACTIVE,Robyn Schmidt,"545 Stone Causeway
Alexbury, DC 96936",684-51-2878
5969736f-4340-4a85-b0d8-f15ccac308bd,18886.44,IN_COLLECTION,Jesse Chang,"6951 Timothy Summit
Lake Kathrynhaven, IN 59548",516-43-6789
db20bd20-75d1-4590-9047-428365b6f60f,27699.32,IN_COLLECTION,Janet Kelly,"303 Jeffrey Vista Suite 023
Port Savannah, KS 15190",293-41-0018
df23d960-125c-4bb4-9fe5-288e392851df,31721.49,INACTIVE,Bryan Cain,"2766 Terry Lights
North Amy, SD 27038",250-18-6820
c4c3a0be-fbf8-4dd7-b4f8-cdfa4b354e0c,10166.67,PAID_IN_FULL,Amanda Black,"55585 Campbell Walk Suite 753
Maryfort, MN 86630",647-88-0047
d9dbea90-573b-4459-b020-6fa5768af85e,54663.99,INACTIVE,Donna Morrison,"059 Mason Circle
New Juanchester, DE 05047",107-85-6619
93d44fa9-0770-4d9b-bfde-e0fabe429a0b,57521.4,PAID_IN_FULL,Shelly Cain,"Unit 0920 Box 6890
DPO AP 74759",177-31-3942
9f1e9391-92ad-49d0-93a7-d0837ec625c1,10182.49,PAID_IN_FULL,James Sanchez,"63554 Bass Parks
Emilyborough, FM 96524",154-69-0981
aacb314f-8ad1-4083-94ed-39d88397194a,20732.19,IN_COLLECTION,Robert Gillespie,"39086 Jennifer Lodge
New Stephaniefurt, MO 79127",577-31-6414
981541ba-7f34-4133-9bfa-cbe05c622016,25055.17,PAID_IN_FULL,Mary Hernandez,"80979 Cindy Radial Apt. 579
East Scott, MS 43783",646-37-0304
78241fd0-f9e6-4819-84ce-2b41ea9be6b3,79337.24,INACTIVE,Christopher Harrison,"769 Ingram Mission Apt. 675
West Laurabury, ID 05945",115-15-4826
ec44bb20-f682-4654-a2ca-4951a731c454,53215.43,IN_COLLECTION,Travis Brewer,"0038 Evan Valleys
Howardberg, MO 67255",001-75-2185
8761af94-0aa4-463c-8925-d1e7987b5a09,97414.21,INACTIVE,Megan Dominguez,"89172 Justin Dam
Carloschester, NC 25385",109-09-0763
3569c235-d0b1-4610-a47d-2d927131a46d,12739.42,INACTIVE,Paul Chapman,"009 Martinez Square Apt. 110
Holtfort, PR 92733",867-63-8130
6585a406-d03b-4423-9082-19f30c0950a8,80826.3,IN_COLLECTION,Seth Reyes,"440 Johnson Squares
Hardinburgh, NC 95199",751-50-9398
d140fe78-8904-4955-baaa-c33ff5402769,40073.14,INACTIVE,Todd Hanson,"48668 Lisa Prairie Apt. 545
Andersonshire, NY 09518",124-53-2764
6585a406-d03b-4423-9082-19f30c0950a8,80826.3,IN_COLLECTION,Jessica Parker,"216 Chad Pike
East Bianca, VA 51473",863-30-6873
7f0bd3f8-dd53-4130-b4c7-e9cc3ef78d20,63267.93,IN_COLLECTION,Robert Jones,"07783 Alexander Mission Suite 141
Campbellmouth, NY 18346",543-28-1605
48b34f11-9e10-4f70-8ecb-0c63fab3a3f3,67867.97,INACTIVE,Amy Campbell,"9833 Tyler Trail Suite 596
West Brittanytown, WA 31490",105-42-6831
15aa059a-02bb-4a68-b5a0-234d0382ef75,18237.82,INACTIVE,Christopher Rodriguez,"465 Hall Island
Johnton, CT 98651",561-31-8986
021e30f8-2b3c-4bd3-841d-512975e3b8fa,54036.18,IN_COLLECTION,Brandon James,"65072 Williams Village
Ericton, ID 54938",448-99-1507
767fd6f3-5233-4384-9ebd-8a5506502c0d,41124.63,IN_COLLECTION,Jeffrey Rhodes,"899 Hernandez Club
Robertmouth, NM 39272",546-61-1475
4ec9fd38-cef0-4c9e-a6ca-a570717a93dd,22666.27,PAID_IN_FULL,Dorothy Cochran,"PSC 0235, Box 7308
APO AE 83684",163-73-9404
7de7690b-419a-4468-9bdb-c0626f12bc59,50659.81,IN_COLLECTION,Mr. Scott Williams,"6829 Melissa Ford
Brandonview, AL 98380",834-05-6975
0e55e468-cbb4-4760-9559-5cfb9bca75f3,43374.04,INACTIVE,Sandra Doyle,"9258 Miller Ramp
Briannafurt, ME 46262",212-30-4253
c36c8b46-4461-467b-8624-838d9e75b8d7,56990.46,INACTIVE,Shelby Anderson,"318 Tabitha Roads
East Valeriechester, AS 47439",568-78-4980
7aadc67a-7c4d-4c3e-8f3b-4170824eaf77,88574.03,INACTIVE,Angela Strong,"4587 Paul Lane
Shellyville, NM 63922",381-76-6757
c3f553f2-2d87-40f4-9797-62d951ea555f,32297.1,PAID_IN_FULL,Robert Rodriguez,"2336 Chavez Pike
Fergusonstad, WA 66613",187-25-9647
0559b8df-5105-4a54-8b7e-507be7c1afd9,89567.39,PAID_IN_FULL,David Riggs,"65054 Carey Drive Suite 909
Wyattville, KS 81443",100-41-5336
100396aa-136d-4a1c-9d14-5a06a9f2b07c,90137.94,IN_COLLECTION,Savannah Sweeney,"7736 Rodney Oval Suite 118
East Brian, NM 29886",873-81-9714
8df2ece8-79d6-4d60-93ad-f6dacd60e1d5,43488.32,INACTIVE,Pamela Wilson,"USNV White
FPO AA 91325",324-41-3340
e8ecba18-1b30-4a26-90a0-de5f25287846,86326.52,INACTIVE,Susan Martin,"3604 Mark Circle Suite 644
Brittanyshire, RI 73447",588-06-3700
f8d3332b-1d6c-40c3-9c15-702a5c842466,91728.1,INACTIVE,Anna Hammond,"070 Robert River Suite 784
Antonioborough, RI 47370",079-83-1435
99afc898-c067-416a-bea6-87508ba18a8a,49967.74,IN_COLLECTION,Cynthia Andrews,"6664 Deborah Road Suite 434
North Angelaport, KS 78537",285-66-8769
6a9bd0a0-eaff-4f22-8bff-b8d7cd340845,65674.69,IN_COLLECTION,Michael Myers,"797 Thomas Row
New Juan, MS 39991",332-02-4152
a278b9ad-3f79-4ced-84b0-b500dc976b8b,64892.11,INACTIVE,Tiffany Saunders,"223 David Mission
New Bethshire, UT 54045",630-95-7222
ae1dc022-b530-49f0-9818-0329c665c232,9089.85,PAID_IN_FULL,Patrick Phillips,"6796 Jill Summit
South Sarahberg, PW 41388",226-56-3505
4ba4f8c8-f4e9-4e7b-b764-fdb19f197430,53706.01,INACTIVE,Jennifer Gomez,"58225 Keith Ferry Suite 757
Thomasfurt, KS 40850",885-30-5564
14e0d4e3-74d7-4ed2-87bb-3899d04addd7,46740.66,INACTIVE,Barbara Taylor,"66027 Weaver Motorway Apt. 811
Johnnymouth, MA 65711",701-28-4505
2b94d10a-5e85-4452-b853-8801e0990530,16800.05,INACTIVE,Michael Butler,"139 Pacheco Centers Apt. 906
West Maxstad, AS 09904",739-75-5054
b8da304a-f7d6-464a-8fd9-ff9b9cf59298,50226.17,IN_COLLECTION,Tracy Williams,"3413 Wade Throughway
New Jessicaview, OR 83763",536-74-5198
7c55cd82-f1fe-4b26-b643-6dee82f6b426,83196.29,INACTIVE,Zachary Mclaughlin,"00755 Robert Pines Apt. 123
Lindashire, OH 69458",372-88-9340
252778cd-28ff-4f58-9c2d-6b8e6f4874b6,53011.15,PAID_IN_FULL,John Hernandez,"10426 Davis Court
Thomasmouth, NJ 01780",210-89-8685
8516705c-31df-48aa-a0cd-3e52fcf9aee2,53411.89,IN_COLLECTION,Mark Henson,"780 Sean Brook
North Christophershire, AR 30586",031-62-9960
abad9831-6864-4108-8150-bc3923a11dfa,11242.0,IN_COLLECTION,Brenda Edwards,"89237 Jesse Port
Debbietown, ND 52842",334-82-3180
9fe7f344-9871-4421-b996-7ae2dc3e1ca3,9431.56,PAID_IN_FULL,Janet Kelly,"303 Jeffrey Vista Suite 023
Port Savannah, KS 15190",293-41-0018
5a574cca-9c2f-4739-b985-8f42da33fa8d,5089.8,INACTIVE,Debbie Freeman,"26712 Kimberly Estates
Andrewville, AL 11068",498-63-4917
41dc8344-f8bf-44eb-abc3-d7a160772843,8661.3,PAID_IN_FULL,James Hernandez,"346 Donna Mission
New Paul, NJ 16508",064-44-5062
ced62b82-85c2-48ad-ab35-8ba7b02e1e9b,73435.14,IN_COLLECTION,Jennifer Gomez,"58225 Keith Ferry Suite 757
Thomasfurt, KS 40850",885-30-5564
575f49d7-2a2b-4eb2-aead-0087a0b5dcbb,72675.99,PAID_IN_FULL,Joshua Stevens,"8978 Penny Hills
North Stephanie, IA 80790",868-76-9584
ef203ba6-9c2a-43ac-8a39-f0853c12929e,67030.12,PAID_IN_FULL,Cassidy Hampton,"754 Mitchell Fort Apt. 629
Mercadofort, MH 59009",832-21-3418
f197aeda-f1eb-45d2-ae95-0ae6a5d6f7e8,25389.68,IN_COLLECTION,Margaret Hall,"USNS Hall
FPO AE 78630",096-70-3540
f1a25f53-7194-4242-bd74-568252fb89f5,34748.07,IN_COLLECTION,Jessica Johnson,"3227 Molly Shore
Lucashaven, CO 82450",749-02-4546
b6c6ead6-099d-4845-ad85-a09b032697a1,65089.37,PAID_IN_FULL,Stacey Foster,"7392 Wilson Underpass Apt. 821
Joshuaborough, RI 18878",693-14-3461
a472f58c-45f5-48c2-855a-2f1fb97c0b0b,2688.12,PAID_IN_FULL,Robert Harris,"05658 Alvarado Radial
Fostershire, MA 92577",085-78-0248
13e102c8-375f-415e-ade1-23ceed3c96dd,19290.05,PAID_IN_FULL,Kimberly Neal,"92960 Patterson Manor Apt. 434
Snyderbury, MH 25876",882-83-4287
bbf4722b-29e9-4022-948e-383d1fa078cd,67930.48,PAID_IN_FULL,Jesse Chang,"6951 Timothy Summit
Lake Kathrynhaven, IN 59548",516-43-6789
162aa613-7cb7-4ddd-b890-f0c3657790f7,87890.82,INACTIVE,Jennifer Cervantes,"595 Harold Land Suite 301
Wendyport, WY 37941",112-38-2321
fe9c4bc8-d4b1-4f9f-8842-60bf76fe4a85,22702.52,INACTIVE,Shannon Owens,"611 James Canyon
Wendytown, WV 92944",729-41-4144
856ef458-02d9-4c0e-a468-f97dafc668a1,20892.56,PAID_IN_FULL,Jackson Butler,"19951 Michael Haven Apt. 912
Rhondafurt, WA 45885",375-35-1545
19fb52aa-2983-4962-80cb-5fdd900cf742,44787.28,IN_COLLECTION,Lauren Williams,"79354 Jessica Squares
Brittanymouth, WA 01534",645-41-3633
fa212b91-86ad-4bce-bc35-4a47f54aef53,98370.83,INACTIVE,Cynthia Schmitt,"07629 Castro Trail Suite 453
Franklintown, MA 05474",846-81-7488
d4c3969f-79e2-40f3-b5f7-c00f9e5dfc31,99895.63,PAID_IN_FULL,Gregory Marks,"PSC 0156, Box 4223
APO AA 18544",185-47-4236
86de83bd-acaf-4df1-8313-7f74db67514b,81742.26,INACTIVE,Matthew Black,"99653 John Junctions Apt. 329
Markstown, FM 58194",690-12-8333
45b3d8ff-6d43-4f61-8eb2-886d2f6ff3ba,61259.48,INACTIVE,Mark Henson,"780 Sean Brook
North Christophershire, AR 30586",031-62-9960
15aba84e-bae6-4d2e-aad1-72752ffdc27e,21598.94,INACTIVE,Brandon Watson,"23491 Glenn Vista
Coltonshire, KS 75255",682-91-1478
cf538638-ebc9-48d0-b888-01d8a3c22707,66023.26,IN_COLLECTION,Katelyn Graham,"394 Johnson Valley Suite 354
Delgadoshire, SD 49789",361-29-6658
a4d9b6ca-e4f6-4a7e-bc67-cd4bd8437f16,24546.19,PAID_IN_FULL,Michael Richardson,"Unit 3742 Box 6671
DPO AP 81870",766-81-3239
237113cd-1b49-4c8a-b924-c167084b8663,75008.89,INACTIVE,Tyler Sullivan,"94072 Walker Spur Apt. 166
Lake Michael, DE 11901",893-32-4305
c7245ee9-65d5-401b-89de-e7c36a3db629,83716.82,INACTIVE,Jermaine Collins,"588 Pamela Crossroad Suite 019
Woodshaven, VI 36698",426-99-7958
d6bf923e-68aa-4ac8-8bfd-ce28c4865a77,51926.24,IN_COLLECTION,Gregory Castro,"389 Rios Knoll
Lake Andrewstad, MN 41448",878-34-6838
98287bd0-15e5-443c-88e2-71dccd4839ed,39578.38,IN_COLLECTION,Eddie Simpson,"0402 Diaz Overpass
East Jamesberg, MH 35619",134-35-6038
0095db02-c2f1-4fe3-aa33-27269dec5021,80686.73,INACTIVE,Barbara Hill,"40669 Franklin Route Apt. 081
South Stevenshire, SC 16481",412-19-8586
cc9f5d96-a584-4d55-81af-f41f19f77c1a,34054.11,PAID_IN_FULL,David Long,"3335 Michaela Landing
Davidsonland, GA 07746",119-69-1674
433417be-cb65-45fd-adc8-556122a22526,67389.51,PAID_IN_FULL,Sean Williams,"USNS Griffin
FPO AP 63398",289-42-9231
29c2b7ca-be2d-44e2-a405-27505c5758c4,41155.07,INACTIVE,Matthew Garcia,"953 Patterson Views
Elizabethbury, IA 52569",552-57-3398
d76c084c-7041-4e3d-9d47-704ff1733a82,73378.78,PAID_IN_FULL,Trevor Shepard,"11414 Kimberly Crossroad Apt. 236
Matthewberg, CO 83795",108-09-1346
a2b34044-d8e3-4fcc-b1fc-0f96dd793952,20835.05,PAID_IN_FULL,Steven Anderson,"6675 Gill Shoals
Patelfurt, MP 76884",203-46-8100
55f10634-c2fd-47da-b846-e58e7cb09885,75132.31,PAID_IN_FULL,Taylor Higgins,"29256 Costa Park
East Michael, CT 05569",688-10-6264
7091f9dd-df4e-4808-a32e-83cab406ac03,49851.83,IN_COLLECTION,Michael Vasquez,"4617 Kimberly Valleys Suite 990
Brownside, DE 29895",124-67-4454
2294b363-0159-4b9c-968e-ad6f40dbdc79,45913.99,INACTIVE,Raven Mason,"21623 Jordan Fields
South Seantown, MN 49801",211-22-1661
3ee1efcc-d5be-49bc-8bf7-37a9aabca59a,75164.73,PAID_IN_FULL,Joseph Pacheco,"261 Jones Mountains Suite 294
Williamfurt, MS 44936",570-14-2809
987966c2-a124-4b3d-9d37-2102bc5ba372,48914.7,INACTIVE,Patricia White,"1146 Hall Forest Apt. 792
Leeberg, OH 88234",851-52-4831
62d98cc9-2ecb-4f16-ab07-fb85911b81db,79856.53,INACTIVE,Tiffany Saunders,"223 David Mission
New Bethshire, UT 54045",630-95-7222
ecbb996e-5afa-4b38-8ab1-3c9690c8396c,19176.1,IN_COLLECTION,Christopher Fuller,"101 Melissa Highway
Port Richardfort, SD 18656",334-96-0269
987966c2-a124-4b3d-9d37-2102bc5ba372,48914.7,INACTIVE,Lisa Bailey,"43275 Velasquez Lake
North Connie, RI 11087",711-74-9075
29c2b7ca-be2d-44e2-a405-27505c5758c4,41155.07,INACTIVE,Luis Sanchez,"5785 Cheryl Common
New Fernandoview, MA 64469",802-58-8273
ccb87851-7b0f-45a4-b816-873b9757093d,10928.94,PAID_IN_FULL,Michelle Stuart,"515 Morris Drive
Haysmouth, VT 04064",635-45-7570
62681848-b92e-4193-bf34-67387e77c25d,83353.36,INACTIVE,Gregory Marks,"PSC 0156, Box 4223
APO AA 18544",185-47-4236
6d88c592-85b1-4f4f-b406-235c5b58b5fb,9599.53,INACTIVE,Alexandra Williams,"9731 Douglas Stream
Port Jackton, TN 19403",209-21-2646
ccc11fd8-acb4-494c-910d-5b0ec1e29585,14735.87,IN_COLLECTION,Jessica Schwartz,"66274 Katherine Causeway Apt. 907
Chavezton, ND 07188",715-95-6227
ba226e66-650f-47ab-8133-62660cdac6ac,51616.5,PAID_IN_FULL,Ashley Hayes,"65576 Rebecca Spring
North Nicholas, KS 99386",684-75-9495
5b16ebed-2bba-4921-9421-012fe97043e3,76383.7,INACTIVE,Thomas Simpson,"229 Deborah Flats
Alexiston, CO 98773",697-64-6908
4a290cca-1792-4d60-b533-80ad60c3607b,64648.08,PAID_IN_FULL,Julia Rios,"25282 Greene Forges
Berryfort, NE 48680",685-51-7027
49927f57-0319-4282-ab00-a312da325114,78702.31,PAID_IN_FULL,Carmen Chavez,"79581 Julie Valleys Suite 590
New Mark, IA 54060",489-55-4010
ea7b7472-adb8-419c-ba8e-9b0422628152,77965.62,INACTIVE,Billy Pace,"568 Dillon Estate Apt. 424
Jonesberg, SC 88181",449-79-1370
7aadc67a-7c4d-4c3e-8f3b-4170824eaf77,88574.03,INACTIVE,Richard Glover,"719 Smith Mountains
Port Taylorfurt, WA 04203",762-39-4367
6e1399b1-016a-4bcc-b292-5c735f24a2b6,38320.37,INACTIVE,Hannah Macias,"354 Downs Terrace
East Diane, NM 01234",340-49-4809
502916e4-835d-405c-9d03-78d9d6565c9a,95233.14,IN_COLLECTION,Victoria Graves,"266 Wright Turnpike Apt. 862
North Jose, NC 94581",375-97-0822
ba838ff8-70b3-4073-a22f-7137604bc0df,76138.28,INACTIVE,Catherine Bates,"6545 Kristen Flat Suite 562
Lake John, CT 93035",506-74-5003
f8d3332b-1d6c-40c3-9c15-702a5c842466,91728.1,INACTIVE,Kristina Smith,"52461 Dale Rapids
New Henryville, AR 32606",739-98-9089
7aadc67a-7c4d-4c3e-8f3b-4170824eaf77,88574.03,INACTIVE,Jose Riley,"502 Johnson Passage
West Sheila, OK 55658",563-52-4585
162a34e6-2921-41df-9b41-08c72426b9f1,89398.86,IN_COLLECTION,Anna Juarez,"42547 Barnes Turnpike Apt. 822
Lake Jonathanchester, ND 02772",531-32-5386
169517de-f4a8-4e5e-9f55-11985a6709a9,58569.65,PAID_IN_FULL,Joshua Spencer,"22806 Brandi Hollow Apt. 106
Newtonchester, ID 14117",022-16-2341
e252d88c-3f62-4af2-b75e-1dbef5154e46,74416.73,PAID_IN_FULL,Megan Dominguez,"89172 Justin Dam
Carloschester, NC 25385",109-09-0763
2c1f18a3-21ea-40c4-91f2-77d85c2cafe8,83458.23,IN_COLLECTION,Erika Ryan,"84957 Sullivan Way Apt. 328
Deleonhaven, IL 60458",515-47-1878
b22a2cc9-991c-42d8-9a62-a0137de965a1,57433.26,IN_COLLECTION,Derek Rose,"4337 Daniel Pine Suite 729
New Michelleburgh, WV 65419",472-05-3103
2c15e4a6-942d-4c32-a786-91b275c89691,41453.21,IN_COLLECTION,Tammy Mendez,"365 Lucas Pass
Lake Michelle, VA 63632",757-75-8869
473ea7f2-6905-4fe6-9be0-9e8ed7bde426,36868.51,IN_COLLECTION,Elizabeth Parker,"6259 Jeffrey Junction Apt. 017
Lake Ernest, ME 91113",634-09-2495
80ef862f-b9e9-41e3-94af-f5848f1db094,13966.74,PAID_IN_FULL,Donald Burgess,"368 Russell Camp Suite 046
Geraldfort, IL 83544",554-17-6184
19b335b5-00a9-4556-aae9-c9b140a6a2c7,20387.83,INACTIVE,Dorothy Cochran,"PSC 0235, Box 7308
APO AE 83684",163-73-9404
0418c5d6-0af7-4441-abd9-5651febe08fd,25649.78,PAID_IN_FULL,Cynthia Andrews,"6664 Deborah Road Suite 434
North Angelaport, KS 78537",285-66-8769
81319907-1b2a-4e87-a7ff-7c22603ee924,11613.55,IN_COLLECTION,Pamela Rodriguez,"PSC 2209, Box 3689
APO AE 72012",058-11-9208
4f2421be-821f-43e0-b067-8a15619b52bd,10032.26,PAID_IN_FULL,Jordan Stephenson,"515 Kristopher Fort Apt. 556
New Victorfurt, PW 66640",749-93-5470
d6bf923e-68aa-4ac8-8bfd-ce28c4865a77,51926.24,IN_COLLECTION,Kevin Howell,"309 Stephen Square
West John, WY 97217",076-58-3857
87618bc5-0bb4-4500-ab5b-75e5ee2470b4,97081.15,INACTIVE,Tamara Ross,"01235 Sandra Burgs Apt. 164
Lake Dawn, NE 58736",809-09-6804
64a6a918-7f4e-49b9-9b7c-4a8b8d4d2da3,10134.59,PAID_IN_FULL,Victor Bentley,"023 Mora Mills Suite 933
Lake Brian, MS 14011",879-46-3218
4b1435e4-cd3c-4901-8ce3-7d090ea1ccfc,14716.08,IN_COLLECTION,Dylan Larson,"8461 Mary Locks
Kimberlybury, PR 06536",573-11-3494
b342a1ab-8428-4a72-b73e-3c075f48130f,59870.29,INACTIVE,Linda Cox,"81403 Paul Island Suite 922
Meganport, PW 36554",321-15-3416
982edcde-46d1-41a9-8222-5a03d479e636,60229.3,PAID_IN_FULL,Mary Mcdonald,"PSC 5261, Box 4485
APO AP 02976",656-62-9925
594e2837-c3b4-435c-856b-edc036bbe55b,24093.65,INACTIVE,Kathy Cabrera,"2886 Wiley Center
Port Julietown, AK 02534",669-18-1728
c8bf9a9e-4623-4b88-a88c-56955206cdc2,5946.71,INACTIVE,Julie Schmitt MD,"528 Jessica Pass
West Brett, SD 07345",370-13-0508
ccd70a8e-6a22-45cf-bced-a3e59a35459f,29593.11,INACTIVE,Michael Thomas,"63884 Burke Turnpike Suite 875
Karenfort, TX 76315",594-59-8246
165d2189-09da-424c-a14f-6abd593d080e,96107.5,INACTIVE,Nicole Rhodes,"PSC 7299, Box 5728
APO AA 91417",762-67-7407
449efa45-0c18-46b7-a5da-144773138aa3,24196.04,IN_COLLECTION,Mark Campbell,"2865 Patricia Cliffs Apt. 488
Farleyton, WI 81061",485-66-2019
955da96d-8326-458f-89c6-a05f2f7fcdda,17303.55,PAID_IN_FULL,Amanda Black,"55585 Campbell Walk Suite 753
Maryfort, MN 86630",647-88-0047
7ada4d38-6d48-494a-94ac-fb2dd3b8dbc5,12025.6,INACTIVE,Shirley Myers,"USNV Trujillo
FPO AP 31602",656-08-3470
df107043-a60e-49f4-908a-72288e13fa9c,80032.66,INACTIVE,Katie Alvarez,"01705 Rachel Knolls Apt. 933
Benjaminborough, AK 08496",380-65-0436
714174b8-d1f3-461b-b5aa-7d0d6d0941a1,34468.76,INACTIVE,Dawn Davis,"036 Debra Keys Suite 726
New Dalton, PA 94864",114-43-6628
14bfa300-d82c-4ba5-94be-d712c18b525a,75996.03,IN_COLLECTION,Alexander Stewart,"1289 Keller Fall
New Kent, TN 34003",881-15-4055
4d1632fe-fd59-4fe8-adce-aff21daca7ed,21722.05,PAID_IN_FULL,Gregory Garcia,"531 Baldwin Viaduct
Jennaville, GA 29437",852-16-4180
fbd7fae0-069b-478d-9851-fb20f79ce334,40092.75,PAID_IN_FULL,Cindy Morris,"33427 Velasquez Run
North Keith, WV 63763",728-81-2416
ce9af066-48af-4294-8e4f-80c6cabcdb09,61435.68,IN_COLLECTION,Jordan Simmons,"28816 Vanessa Forge Apt. 258
Holderfurt, PA 69554",442-38-6769
380596b5-7eb3-47ee-8c23-7b76fa50ccbd,21888.48,INACTIVE,Linda Oconnor,"2181 Franklin Extensions
East Sheila, WY 75325",755-38-5464
9a62e326-cb46-440d-a0be-d19fe275deb1,55898.11,INACTIVE,Catherine Evans,"78666 Young Point
West Taylor, VT 33036",476-43-0563
